Returns
-0.031331318
-0.000439288
-0.009216666
0.030335035
-0.008257059
0.001396563
0.002657341
-0.008567826
-0.021177763
-0.020487143
0.038696675
0.007622886
-0.014898049
0.005241581
0.026247205
-0.022966607
0.001347185
0.012620537
-0.014466003
0.013421926
-0.000384042
-0.010263352
0.028191887
-0.042174019
